"Week","Date","Fuel","Variable","Value","Unit","Status"
"2018w01",2018-01-05,"Diesel","Importer cost",76.1200855542914,"NZD c/L","Final"
"2018w01",2018-01-05,"Diesel","Price excluding tax",109.190253623188,"NZD c/L","Final"
"2018w01",2018-01-05,"Diesel","ETS",4.6725,"NZD c/L","Final"
"2018w01",2018-01-05,"Diesel","GST",17.1739130434783,"NZD c/L","Final"
"2018w01",2018-01-05,"Diesel","Taxes",0.63,"NZD c/L","Final"
"2018w01",2018-01-05,"Diesel","Board price",144.9,"NZD c/L","Final"
"2018w01",2018-01-05,"Diesel","Adjusted retail price",131.666666666667,"NZD c/L","Final"
"2018w01",2018-01-05,"Diesel","Importer margin",33.070168068897,"NZD c/L","Final"
"2018w01",2018-01-05,"Diesel","Importer margin trend",33.6253425527381,"NZD c/L","Final"
"2018w01",2018-01-05,"Regular Petrol","Importer cost",73.1386606442585,"NZD c/L","Final"
"2018w01",2018-01-05,"Regular Petrol","Price excluding tax",104.468669082126,"NZD c/L","Final"
"2018w01",2018-01-05,"Regular Petrol","ETS",4.0425,"NZD c/L","Final"
"2018w01",2018-01-05,"Regular Petrol","GST",26.2492753623188,"NZD c/L","Final"
"2018w01",2018-01-05,"Regular Petrol","Taxes",66.484,"NZD c/L","Final"
"2018w01",2018-01-05,"Regular Petrol","Board price",210.9,"NZD c/L","Final"
"2018w01",2018-01-05,"Regular Petrol","Adjusted retail price",201.244444444444,"NZD c/L","Final"
"2018w01",2018-01-05,"Regular Petrol","Importer margin",31.3300084378671,"NZD c/L","Final"
"2018w01",2018-01-05,"Regular Petrol","Importer margin trend",28.7745476984736,"NZD c/L","Final"
"2018w01",2018-01-05,"Premium Petrol 95R","Importer cost",74.4595628109247,"NZD c/L","Final"
"2018w01",2018-01-05,"Premium Petrol 95R","Price excluding tax",115.775637461572,"NZD c/L","Final"
"2018w01",2018-01-05,"Premium Petrol 95R","ETS",4.0715,"NZD c/L","Final"
"2018w01",2018-01-05,"Premium Petrol 95R","GST",27.9496706192358,"NZD c/L","Final"
"2018w01",2018-01-05,"Premium Petrol 95R","Taxes",66.484,"NZD c/L","Final"
"2018w01",2018-01-05,"Premium Petrol 95R","Board price",219.9,"NZD c/L","Final"
"2018w01",2018-01-05,"Premium Petrol 95R","Adjusted retail price",214.280808080808,"NZD c/L","Final"
"2018w01",2018-01-05,"Premium Petrol 95R","Importer margin",41.3160746506476,"NZD c/L","Final"
"2018w01",2018-01-05,"Premium Petrol 95R","Importer margin trend",39.6254961163989,"NZD c/L","Final"
"2018w02",2018-01-12,"NA","Dubai crude price",66.1,"USD/bbl","Final"
"2018w02",2018-01-12,"NA","Dubai crude price",91.8731844274257,"NZD/bbl","Final"
"2018w02",2018-01-12,"NA","Exchange rate",0.71947,"USD/NZD","Final"
"2018w02",2018-01-12,"Diesel","Importer cost",75.817638095745,"NZD c/L","Final"
"2018w02",2018-01-12,"Diesel","Price excluding tax",110.308266045549,"NZD c/L","Final"
"2018w02",2018-01-12,"Diesel","ETS",4.6725,"NZD c/L","Final"
"2018w02",2018-01-12,"Diesel","GST",17.3416149068323,"NZD c/L","Final"
"2018w02",2018-01-12,"Diesel","Taxes",0.63,"NZD c/L","Final"
"2018w02",2018-01-12,"Diesel","Board price",146.185714285714,"NZD c/L","Final"
"2018w02",2018-01-12,"Diesel","Adjusted retail price",132.952380952381,"NZD c/L","Final"
"2018w02",2018-01-12,"Diesel","Importer margin",34.4906279498036,"NZD c/L","Final"
"2018w02",2018-01-12,"Diesel","Importer margin trend",33.5759190279503,"NZD c/L","Final"
"2018w02",2018-01-12,"Regular Petrol","Importer cost",73.6034257348028,"NZD c/L","Final"
"2018w02",2018-01-12,"Regular Petrol","Price excluding tax",105.214010697032,"NZD c/L","Final"
"2018w02",2018-01-12,"Regular Petrol","ETS",4.0425,"NZD c/L","Final"
"2018w02",2018-01-12,"Regular Petrol","GST",26.3610766045549,"NZD c/L","Final"
"2018w02",2018-01-12,"Regular Petrol","Taxes",66.484,"NZD c/L","Final"
"2018w02",2018-01-12,"Regular Petrol","Board price",211.757142857143,"NZD c/L","Final"
"2018w02",2018-01-12,"Regular Petrol","Adjusted retail price",202.101587301587,"NZD c/L","Final"
"2018w02",2018-01-12,"Regular Petrol","Importer margin",31.6105849622296,"NZD c/L","Final"
"2018w02",2018-01-12,"Regular Petrol","Importer margin trend",28.7843223266192,"NZD c/L","Final"
"2018w02",2018-01-12,"Premium Petrol 95R","Importer cost",74.9056064040681,"NZD c/L","Final"
"2018w02",2018-01-12,"Premium Petrol 95R","Price excluding tax",116.450479076479,"NZD c/L","Final"
"2018w02",2018-01-12,"Premium Petrol 95R","ETS",4.142,"NZD c/L","Final"
"2018w02",2018-01-12,"Premium Petrol 95R","GST",28.0614718614719,"NZD c/L","Final"
"2018w02",2018-01-12,"Premium Petrol 95R","Taxes",66.484,"NZD c/L","Final"
"2018w02",2018-01-12,"Premium Petrol 95R","Board price",220.757142857143,"NZD c/L","Final"
"2018w02",2018-01-12,"Premium Petrol 95R","Adjusted retail price",215.137950937951,"NZD c/L","Final"
"2018w02",2018-01-12,"Premium Petrol 95R","Importer margin",41.544872672411,"NZD c/L","Final"
"2018w02",2018-01-12,"Premium Petrol 95R","Importer margin trend",39.6311025236908,"NZD c/L","Final"
"2018w03",2018-01-19,"NA","Dubai crude price",66.42,"USD/bbl","Final"
"2018w03",2018-01-19,"NA","Dubai crude price",91.273876597499,"NZD/bbl","Final"
"2018w03",2018-01-19,"NA","Exchange rate",0.7277,"USD/NZD","Final"
"2018w03",2018-01-19,"Diesel","Importer cost",75.6299786445181,"NZD c/L","Final"
"2018w03",2018-01-19,"Diesel","Price excluding tax",111.798949275362,"NZD c/L","Final"
"2018w03",2018-01-19,"Diesel","ETS",4.6725,"NZD c/L","Final"
"2018w03",2018-01-19,"Diesel","GST",17.5652173913044,"NZD c/L","Final"
"2018w03",2018-01-19,"Diesel","Taxes",0.63,"NZD c/L","Final"
"2018w03",2018-01-19,"Diesel","Board price",147.9,"NZD c/L","Final"
"2018w03",2018-01-19,"Diesel","Adjusted retail price",134.666666666667,"NZD c/L","Final"
"2018w03",2018-01-19,"Diesel","Importer margin",36.1689706308442,"NZD c/L","Final"
"2018w03",2018-01-19,"Diesel","Importer margin trend",33.5264955031626,"NZD c/L","Final"
"2018w03",2018-01-19,"Regular Petrol","Importer cost",73.4344382791424,"NZD c/L","Final"
"2018w03",2018-01-19,"Regular Petrol","Price excluding tax",106.207799516908,"NZD c/L","Final"
"2018w03",2018-01-19,"Regular Petrol","ETS",4.0425,"NZD c/L","Final"
"2018w03",2018-01-19,"Regular Petrol","GST",26.5101449275362,"NZD c/L","Final"
"2018w03",2018-01-19,"Regular Petrol","Taxes",66.484,"NZD c/L","Final"
"2018w03",2018-01-19,"Regular Petrol","Board price",212.9,"NZD c/L","Final"
"2018w03",2018-01-19,"Regular Petrol","Adjusted retail price",203.244444444444,"NZD c/L","Final"
"2018w03",2018-01-19,"Regular Petrol","Importer margin",32.7733612377658,"NZD c/L","Final"
"2018w03",2018-01-19,"Regular Petrol","Importer margin trend",28.7940969547647,"NZD c/L","Final"
"2018w03",2018-01-19,"Premium Petrol 95R","Importer cost",74.7201880403931,"NZD c/L","Final"
"2018w03",2018-01-19,"Premium Petrol 95R","Price excluding tax",117.444267896355,"NZD c/L","Final"
"2018w03",2018-01-19,"Premium Petrol 95R","ETS",4.142,"NZD c/L","Final"
"2018w03",2018-01-19,"Premium Petrol 95R","GST",28.2105401844532,"NZD c/L","Final"
"2018w03",2018-01-19,"Premium Petrol 95R","Taxes",66.484,"NZD c/L","Final"
"2018w03",2018-01-19,"Premium Petrol 95R","Board price",221.9,"NZD c/L","Final"
"2018w03",2018-01-19,"Premium Petrol 95R","Adjusted retail price",216.280808080808,"NZD c/L","Final"
"2018w03",2018-01-19,"Premium Petrol 95R","Importer margin",42.7240798559618,"NZD c/L","Final"
"2018w03",2018-01-19,"Premium Petrol 95R","Importer margin trend",39.6367089309827,"NZD c/L","Final"
"2018w04",2018-01-26,"NA","Dubai crude price",67.2,"USD/bbl","Final"
"2018w04",2018-01-26,"NA","Dubai crude price",91.6980514164074,"NZD/bbl","Final"
"2018w04",2018-01-26,"NA","Exchange rate",0.73284,"USD/NZD","Final"
"2018w04",2018-01-26,"Diesel","Importer cost",75.860597099701,"NZD c/L","Final"
"2018w04",2018-01-26,"Diesel","Price excluding tax",111.798949275362,"NZD c/L","Final"
"2018w04",2018-01-26,"Diesel","ETS",4.6725,"NZD c/L","Final"
"2018w04",2018-01-26,"Diesel","GST",17.5652173913044,"NZD c/L","Final"
"2018w04",2018-01-26,"Diesel","Taxes",0.63,"NZD c/L","Final"
"2018w04",2018-01-26,"Diesel","Board price",147.9,"NZD c/L","Final"
"2018w04",2018-01-26,"Diesel","Adjusted retail price",134.666666666667,"NZD c/L","Final"
"2018w04",2018-01-26,"Diesel","Importer margin",35.9383521756613,"NZD c/L","Final"
"2018w04",2018-01-26,"Diesel","Importer margin trend",33.4770719783749,"NZD c/L","Final"
"2018w04",2018-01-26,"Regular Petrol","Importer cost",73.8957550867389,"NZD c/L","Final"
"2018w04",2018-01-26,"Regular Petrol","Price excluding tax",106.207799516908,"NZD c/L","Final"
"2018w04",2018-01-26,"Regular Petrol","ETS",4.0425,"NZD c/L","Final"
"2018w04",2018-01-26,"Regular Petrol","GST",26.5101449275362,"NZD c/L","Final"
"2018w04",2018-01-26,"Regular Petrol","Taxes",66.484,"NZD c/L","Final"
"2018w04",2018-01-26,"Regular Petrol","Board price",212.9,"NZD c/L","Final"
"2018w04",2018-01-26,"Regular Petrol","Adjusted retail price",203.244444444444,"NZD c/L","Final"
"2018w04",2018-01-26,"Regular Petrol","Importer margin",32.3120444301693,"NZD c/L","Final"
"2018w04",2018-01-26,"Regular Petrol","Importer margin trend",28.8038715829103,"NZD c/L","Final"
"2018w04",2018-01-26,"Premium Petrol 95R","Importer cost",75.1724868443697,"NZD c/L","Final"
"2018w04",2018-01-26,"Premium Petrol 95R","Price excluding tax",117.444267896355,"NZD c/L","Final"
"2018w04",2018-01-26,"Premium Petrol 95R","ETS",4.142,"NZD c/L","Final"
"2018w04",2018-01-26,"Premium Petrol 95R","GST",28.2105401844532,"NZD c/L","Final"
"2018w04",2018-01-26,"Premium Petrol 95R","Taxes",66.484,"NZD c/L","Final"
"2018w04",2018-01-26,"Premium Petrol 95R","Board price",221.9,"NZD c/L","Final"
"2018w04",2018-01-26,"Premium Petrol 95R","Adjusted retail price",216.280808080808,"NZD c/L","Final"
"2018w04",2018-01-26,"Premium Petrol 95R","Importer margin",42.2717810519852,"NZD c/L","Final"
"2018w04",2018-01-26,"Premium Petrol 95R","Importer margin trend",39.6423153382746,"NZD c/L","Final"
"2018w05",2018-02-02,"NA","Dubai crude price",65.93,"USD/bbl","Final"
"2018w05",2018-02-02,"NA","Dubai crude price",89.6482330065404,"NZD/bbl","Final"
"2018w05",2018-02-02,"NA","Exchange rate",0.73543,"USD/NZD","Final"
"2018w05",2018-02-02,"Diesel","Importer cost",75.7844786884077,"NZD c/L","Final"
"2018w05",2018-02-02,"Diesel","Price excluding tax",111.798949275362,"NZD c/L","Final"
"2018w05",2018-02-02,"Diesel","ETS",4.6725,"NZD c/L","Final"
"2018w05",2018-02-02,"Diesel","GST",17.5652173913044,"NZD c/L","Final"
"2018w05",2018-02-02,"Diesel","Taxes",0.63,"NZD c/L","Final"
"2018w05",2018-02-02,"Diesel","Board price",147.9,"NZD c/L","Final"
"2018w05",2018-02-02,"Diesel","Adjusted retail price",134.666666666667,"NZD c/L","Final"
"2018w05",2018-02-02,"Diesel","Importer margin",36.0144705869546,"NZD c/L","Final"
"2018w05",2018-02-02,"Diesel","Importer margin trend",33.4276484535872,"NZD c/L","Final"
"2018w05",2018-02-02,"Regular Petrol","Importer cost",74.9571608749871,"NZD c/L","Final"
"2018w05",2018-02-02,"Regular Petrol","Price excluding tax",106.207799516908,"NZD c/L","Final"
"2018w05",2018-02-02,"Regular Petrol","ETS",4.0425,"NZD c/L","Final"
"2018w05",2018-02-02,"Regular Petrol","GST",26.5101449275362,"NZD c/L","Final"
"2018w05",2018-02-02,"Regular Petrol","Taxes",66.484,"NZD c/L","Final"
"2018w05",2018-02-02,"Regular Petrol","Board price",212.9,"NZD c/L","Final"
"2018w05",2018-02-02,"Regular Petrol","Adjusted retail price",203.244444444444,"NZD c/L","Final"
"2018w05",2018-02-02,"Regular Petrol","Importer margin",31.2506386419211,"NZD c/L","Final"
"2018w05",2018-02-02,"Regular Petrol","Importer margin trend",28.8136462110558,"NZD c/L","Final"
"2018w05",2018-02-02,"Premium Petrol 95R","Importer cost",76.2297334736477,"NZD c/L","Final"
"2018w05",2018-02-02,"Premium Petrol 95R","Price excluding tax",117.444267896355,"NZD c/L","Final"
"2018w05",2018-02-02,"Premium Petrol 95R","ETS",4.142,"NZD c/L","Final"
"2018w05",2018-02-02,"Premium Petrol 95R","GST",28.2105401844532,"NZD c/L","Final"
"2018w05",2018-02-02,"Premium Petrol 95R","Taxes",66.484,"NZD c/L","Final"
"2018w05",2018-02-02,"Premium Petrol 95R","Board price",221.9,"NZD c/L","Final"
"2018w05",2018-02-02,"Premium Petrol 95R","Adjusted retail price",216.280808080808,"NZD c/L","Final"
"2018w05",2018-02-02,"Premium Petrol 95R","Importer margin",41.2145344227071,"NZD c/L","Final"
"2018w05",2018-02-02,"Premium Petrol 95R","Importer margin trend",39.6479217455666,"NZD c/L","Final"
"2018w06",2018-02-09,"NA","Dubai crude price",62.75,"USD/bbl","Final"
"2018w06",2018-02-09,"NA","Dubai crude price",86.3626197808248,"NZD/bbl","Final"
"2018w06",2018-02-09,"NA","Exchange rate",0.7265875,"USD/NZD","Final"
"2018w06",2018-02-09,"Diesel","Importer cost",73.2621340825071,"NZD c/L","Final"
"2018w06",2018-02-09,"Diesel","Price excluding tax",111.053607660455,"NZD c/L","Final"
"2018w06",2018-02-09,"Diesel","ETS",4.6725,"NZD c/L","Final"
"2018w06",2018-02-09,"Diesel","GST",17.4534161490683,"NZD c/L","Final"
"2018w06",2018-02-09,"Diesel","Taxes",0.63,"NZD c/L","Final"
"2018w06",2018-02-09,"Diesel","Board price",147.042857142857,"NZD c/L","Final"
"2018w06",2018-02-09,"Diesel","Adjusted retail price",133.809523809524,"NZD c/L","Final"
"2018w06",2018-02-09,"Diesel","Importer margin",37.7914735779484,"NZD c/L","Final"
"2018w06",2018-02-09,"Diesel","Importer margin trend",33.3782249287995,"NZD c/L","Final"
"2018w06",2018-02-09,"Regular Petrol","Importer cost",73.1956103787426,"NZD c/L","Final"
"2018w06",2018-02-09,"Regular Petrol","Price excluding tax",105.462457902001,"NZD c/L","Final"
"2018w06",2018-02-09,"Regular Petrol","ETS",4.0425,"NZD c/L","Final"
"2018w06",2018-02-09,"Regular Petrol","GST",26.3983436853002,"NZD c/L","Final"
"2018w06",2018-02-09,"Regular Petrol","Taxes",66.484,"NZD c/L","Final"
"2018w06",2018-02-09,"Regular Petrol","Board price",212.042857142857,"NZD c/L","Final"
"2018w06",2018-02-09,"Regular Petrol","Adjusted retail price",202.387301587302,"NZD c/L","Final"
"2018w06",2018-02-09,"Regular Petrol","Importer margin",32.2668475232588,"NZD c/L","Final"
"2018w06",2018-02-09,"Regular Petrol","Importer margin trend",28.8234208392014,"NZD c/L","Final"
"2018w06",2018-02-09,"Premium Petrol 95R","Importer cost",74.4840113369256,"NZD c/L","Final"
"2018w06",2018-02-09,"Premium Petrol 95R","Price excluding tax",116.698926281448,"NZD c/L","Final"
"2018w06",2018-02-09,"Premium Petrol 95R","ETS",4.142,"NZD c/L","Final"
"2018w06",2018-02-09,"Premium Petrol 95R","GST",28.0987389422172,"NZD c/L","Final"
"2018w06",2018-02-09,"Premium Petrol 95R","Taxes",66.484,"NZD c/L","Final"
"2018w06",2018-02-09,"Premium Petrol 95R","Board price",221.042857142857,"NZD c/L","Final"
"2018w06",2018-02-09,"Premium Petrol 95R","Adjusted retail price",215.423665223665,"NZD c/L","Final"
"2018w06",2018-02-09,"Premium Petrol 95R","Importer margin",42.2149149445224,"NZD c/L","Final"
"2018w06",2018-02-09,"Premium Petrol 95R","Importer margin trend",39.6535281528585,"NZD c/L","Final"
"2018w07",2018-02-16,"NA","Dubai crude price",59.84,"USD/bbl","Final"
"2018w07",2018-02-16,"NA","Dubai crude price",81.8627048619661,"NZD/bbl","Final"
"2018w07",2018-02-16,"NA","Exchange rate",0.73098,"USD/NZD","Final"
"2018w07",2018-02-16,"Diesel","Importer cost",69.1638893656675,"NZD c/L","Final"
"2018w07",2018-02-16,"Diesel","Price excluding tax",108.072241200828,"NZD c/L","Final"
"2018w07",2018-02-16,"Diesel","ETS",4.6725,"NZD c/L","Final"
"2018w07",2018-02-16,"Diesel","GST",17.0062111801242,"NZD c/L","Final"
"2018w07",2018-02-16,"Diesel","Taxes",0.63,"NZD c/L","Final"
"2018w07",2018-02-16,"Diesel","Board price",143.614285714286,"NZD c/L","Final"
"2018w07",2018-02-16,"Diesel","Adjusted retail price",130.380952380952,"NZD c/L","Final"
"2018w07",2018-02-16,"Diesel","Importer margin",38.9083518351607,"NZD c/L","Final"
"2018w07",2018-02-16,"Diesel","Importer margin trend",33.3817363101224,"NZD c/L","Final"
"2018w07",2018-02-16,"Regular Petrol","Importer cost",69.3481480266331,"NZD c/L","Final"
"2018w07",2018-02-16,"Regular Petrol","Price excluding tax",102.481091442374,"NZD c/L","Final"
"2018w07",2018-02-16,"Regular Petrol","ETS",4.0425,"NZD c/L","Final"
"2018w07",2018-02-16,"Regular Petrol","GST",25.9511387163561,"NZD c/L","Final"
"2018w07",2018-02-16,"Regular Petrol","Taxes",66.484,"NZD c/L","Final"
"2018w07",2018-02-16,"Regular Petrol","Board price",208.614285714286,"NZD c/L","Final"
"2018w07",2018-02-16,"Regular Petrol","Adjusted retail price",198.95873015873,"NZD c/L","Final"
"2018w07",2018-02-16,"Regular Petrol","Importer margin",33.132943415741,"NZD c/L","Final"
"2018w07",2018-02-16,"Regular Petrol","Importer margin trend",28.8758162720178,"NZD c/L","Final"
"2018w07",2018-02-16,"Premium Petrol 95R","Importer cost",70.6288069108758,"NZD c/L","Final"
"2018w07",2018-02-16,"Premium Petrol 95R","Price excluding tax",114.090230629274,"NZD c/L","Final"
"2018w07",2018-02-16,"Premium Petrol 95R","ETS",4.142,"NZD c/L","Final"
"2018w07",2018-02-16,"Premium Petrol 95R","GST",27.7074345943911,"NZD c/L","Final"
"2018w07",2018-02-16,"Premium Petrol 95R","Taxes",66.484,"NZD c/L","Final"
"2018w07",2018-02-16,"Premium Petrol 95R","Board price",218.042857142857,"NZD c/L","Final"
"2018w07",2018-02-16,"Premium Petrol 95R","Adjusted retail price",212.423665223665,"NZD c/L","Final"
"2018w07",2018-02-16,"Premium Petrol 95R","Importer margin",43.4614237183983,"NZD c/L","Final"
"2018w07",2018-02-16,"Premium Petrol 95R","Importer margin trend",39.7016882529679,"NZD c/L","Final"
"2018w08",2018-02-23,"NA","Dubai crude price",62.52,"USD/bbl","Final"
"2018w08",2018-02-23,"NA","Dubai crude price",85.0797452506668,"NZD/bbl","Final"
"2018w08",2018-02-23,"NA","Exchange rate",0.73484,"USD/NZD","Final"
"2018w08",2018-02-23,"Diesel","Importer cost",70.607847819489,"NZD c/L","Final"
"2018w08",2018-02-23,"Diesel","Price excluding tax",106.581557971015,"NZD c/L","Final"
"2018w08",2018-02-23,"Diesel","ETS",4.6725,"NZD c/L","Final"
"2018w08",2018-02-23,"Diesel","GST",16.7826086956522,"NZD c/L","Final"
"2018w08",2018-02-23,"Diesel","Taxes",0.63,"NZD c/L","Final"
"2018w08",2018-02-23,"Diesel","Board price",141.9,"NZD c/L","Final"
"2018w08",2018-02-23,"Diesel","Adjusted retail price",128.666666666667,"NZD c/L","Final"
"2018w08",2018-02-23,"Diesel","Importer margin",35.9737101515255,"NZD c/L","Final"
"2018w08",2018-02-23,"Diesel","Importer margin trend",33.3852476914454,"NZD c/L","Final"
"2018w08",2018-02-23,"Regular Petrol","Importer cost",70.0481772994239,"NZD c/L","Final"
"2018w08",2018-02-23,"Regular Petrol","Price excluding tax",100.99040821256,"NZD c/L","Final"
"2018w08",2018-02-23,"Regular Petrol","ETS",4.0425,"NZD c/L","Final"
"2018w08",2018-02-23,"Regular Petrol","GST",25.7275362318841,"NZD c/L","Final"
"2018w08",2018-02-23,"Regular Petrol","Taxes",66.484,"NZD c/L","Final"
"2018w08",2018-02-23,"Regular Petrol","Board price",206.9,"NZD c/L","Final"
"2018w08",2018-02-23,"Regular Petrol","Adjusted retail price",197.244444444444,"NZD c/L","Final"
"2018w08",2018-02-23,"Regular Petrol","Importer margin",30.9422309131365,"NZD c/L","Final"
"2018w08",2018-02-23,"Regular Petrol","Importer margin trend",28.9282117048342,"NZD c/L","Final"
"2018w08",2018-02-23,"Premium Petrol 95R","Importer cost",71.3227839636576,"NZD c/L","Final"
"2018w08",2018-02-23,"Premium Petrol 95R","Price excluding tax",112.226876592007,"NZD c/L","Final"
"2018w08",2018-02-23,"Premium Petrol 95R","ETS",4.142,"NZD c/L","Final"
"2018w08",2018-02-23,"Premium Petrol 95R","GST",27.4279314888011,"NZD c/L","Final"
"2018w08",2018-02-23,"Premium Petrol 95R","Taxes",66.484,"NZD c/L","Final"
"2018w08",2018-02-23,"Premium Petrol 95R","Board price",215.9,"NZD c/L","Final"
"2018w08",2018-02-23,"Premium Petrol 95R","Adjusted retail price",210.280808080808,"NZD c/L","Final"
"2018w08",2018-02-23,"Premium Petrol 95R","Importer margin",40.9040926283495,"NZD c/L","Final"
"2018w08",2018-02-23,"Premium Petrol 95R","Importer margin trend",39.7498483530774,"NZD c/L","Final"
"2018w09",2018-03-02,"NA","Dubai crude price",62.12,"USD/bbl","Final"
"2018w09",2018-03-02,"NA","Dubai crude price",85.6107275258059,"NZD/bbl","Final"
"2018w09",2018-03-02,"NA","Exchange rate",0.72561,"USD/NZD","Final"
"2018w09",2018-03-02,"Diesel","Importer cost",72.3799193055414,"NZD c/L","Final"
"2018w09",2018-03-02,"Diesel","Price excluding tax",106.581557971015,"NZD c/L","Final"
"2018w09",2018-03-02,"Diesel","ETS",4.6725,"NZD c/L","Final"
"2018w09",2018-03-02,"Diesel","GST",16.7826086956522,"NZD c/L","Final"
"2018w09",2018-03-02,"Diesel","Taxes",0.63,"NZD c/L","Final"
"2018w09",2018-03-02,"Diesel","Board price",141.9,"NZD c/L","Final"
"2018w09",2018-03-02,"Diesel","Adjusted retail price",128.666666666667,"NZD c/L","Final"
"2018w09",2018-03-02,"Diesel","Importer margin",34.2016386654731,"NZD c/L","Final"
"2018w09",2018-03-02,"Diesel","Importer margin trend",33.3887590727683,"NZD c/L","Final"
"2018w09",2018-03-02,"Regular Petrol","Importer cost",72.0435667140832,"NZD c/L","Final"
"2018w09",2018-03-02,"Regular Petrol","Price excluding tax",100.99040821256,"NZD c/L","Final"
"2018w09",2018-03-02,"Regular Petrol","ETS",4.0425,"NZD c/L","Final"
"2018w09",2018-03-02,"Regular Petrol","GST",25.7275362318841,"NZD c/L","Final"
"2018w09",2018-03-02,"Regular Petrol","Taxes",66.484,"NZD c/L","Final"
"2018w09",2018-03-02,"Regular Petrol","Board price",206.9,"NZD c/L","Final"
"2018w09",2018-03-02,"Regular Petrol","Adjusted retail price",197.244444444444,"NZD c/L","Final"
"2018w09",2018-03-02,"Regular Petrol","Importer margin",28.9468414984772,"NZD c/L","Final"
"2018w09",2018-03-02,"Regular Petrol","Importer margin trend",28.9806071376506,"NZD c/L","Final"
"2018w09",2018-03-02,"Premium Petrol 95R","Importer cost",73.3350702643197,"NZD c/L","Final"
"2018w09",2018-03-02,"Premium Petrol 95R","Price excluding tax",112.226876592007,"NZD c/L","Final"
"2018w09",2018-03-02,"Premium Petrol 95R","ETS",4.142,"NZD c/L","Final"
"2018w09",2018-03-02,"Premium Petrol 95R","GST",27.4279314888011,"NZD c/L","Final"
"2018w09",2018-03-02,"Premium Petrol 95R","Taxes",66.484,"NZD c/L","Final"
"2018w09",2018-03-02,"Premium Petrol 95R","Board price",215.9,"NZD c/L","Final"
"2018w09",2018-03-02,"Premium Petrol 95R","Adjusted retail price",210.280808080808,"NZD c/L","Final"
"2018w09",2018-03-02,"Premium Petrol 95R","Importer margin",38.8918063276873,"NZD c/L","Final"
"2018w09",2018-03-02,"Premium Petrol 95R","Importer margin trend",39.7980084531868,"NZD c/L","Final"
"2018w10",2018-03-09,"NA","Dubai crude price",61.6,"USD/bbl","Final"
"2018w10",2018-03-09,"NA","Dubai crude price",84.8730348999022,"NZD/bbl","Final"
"2018w10",2018-03-09,"NA","Exchange rate",0.72579,"USD/NZD","Final"
"2018w10",2018-03-09,"Diesel","Importer cost",71.1069716531404,"NZD c/L","Final"
"2018w10",2018-03-09,"Diesel","Price excluding tax",106.581557971015,"NZD c/L","Final"
"2018w10",2018-03-09,"Diesel","ETS",4.6725,"NZD c/L","Final"
"2018w10",2018-03-09,"Diesel","GST",16.7826086956522,"NZD c/L","Final"
"2018w10",2018-03-09,"Diesel","Taxes",0.63,"NZD c/L","Final"
"2018w10",2018-03-09,"Diesel","Board price",141.9,"NZD c/L","Final"
"2018w10",2018-03-09,"Diesel","Adjusted retail price",128.666666666667,"NZD c/L","Final"
"2018w10",2018-03-09,"Diesel","Importer margin",35.4745863178741,"NZD c/L","Final"
"2018w10",2018-03-09,"Diesel","Importer margin trend",33.3922704540912,"NZD c/L","Final"
"2018w10",2018-03-09,"Regular Petrol","Importer cost",70.959589130438,"NZD c/L","Final"
"2018w10",2018-03-09,"Regular Petrol","Price excluding tax",100.99040821256,"NZD c/L","Final"
"2018w10",2018-03-09,"Regular Petrol","ETS",4.0425,"NZD c/L","Final"
"2018w10",2018-03-09,"Regular Petrol","GST",25.7275362318841,"NZD c/L","Final"
"2018w10",2018-03-09,"Regular Petrol","Taxes",66.484,"NZD c/L","Final"
"2018w10",2018-03-09,"Regular Petrol","Board price",206.9,"NZD c/L","Final"
"2018w10",2018-03-09,"Regular Petrol","Adjusted retail price",197.244444444444,"NZD c/L","Final"
"2018w10",2018-03-09,"Regular Petrol","Importer margin",30.0308190821224,"NZD c/L","Final"
"2018w10",2018-03-09,"Regular Petrol","Importer margin trend",29.033002570467,"NZD c/L","Final"
"2018w10",2018-03-09,"Premium Petrol 95R","Importer cost",72.2538472158685,"NZD c/L","Final"
"2018w10",2018-03-09,"Premium Petrol 95R","Price excluding tax",112.226876592007,"NZD c/L","Final"
"2018w10",2018-03-09,"Premium Petrol 95R","ETS",4.142,"NZD c/L","Final"
"2018w10",2018-03-09,"Premium Petrol 95R","GST",27.4279314888011,"NZD c/L","Final"
"2018w10",2018-03-09,"Premium Petrol 95R","Taxes",66.484,"NZD c/L","Final"
"2018w10",2018-03-09,"Premium Petrol 95R","Board price",215.9,"NZD c/L","Final"
"2018w10",2018-03-09,"Premium Petrol 95R","Adjusted retail price",210.280808080808,"NZD c/L","Final"
"2018w10",2018-03-09,"Premium Petrol 95R","Importer margin",39.9730293761385,"NZD c/L","Final"
"2018w10",2018-03-09,"Premium Petrol 95R","Importer margin trend",39.8461685532963,"NZD c/L","Final"
"2018w11",2018-03-16,"NA","Dubai crude price",61.5,"USD/bbl","Final"
"2018w11",2018-03-16,"NA","Dubai crude price",84.2131208150187,"NZD/bbl","Final"
"2018w11",2018-03-16,"NA","Exchange rate",0.73029,"USD/NZD","Final"
"2018w11",2018-03-16,"Diesel","Importer cost",71.2922817383893,"NZD c/L","Final"
"2018w11",2018-03-16,"Diesel","Price excluding tax",106.581557971015,"NZD c/L","Final"
"2018w11",2018-03-16,"Diesel","ETS",4.6725,"NZD c/L","Final"
