Series_reference,Period,Data_value,STATUS,UNITS,MAGNITUDE,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
SNEQ.SG01RAC04B01RS1,1989.06,319,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1989.09,317,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1989.12,304,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1990.03,317,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1990.06,313,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1990.09,314,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1990.12,304,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1991.03,330,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1991.06,320,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1991.09,322,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1991.12,318,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1992.03,330,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1992.06,331,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1992.09,333,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1992.12,337,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1993.03,363,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1993.06,352,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1993.09,365,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1993.12,361,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1994.03,406,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1994.06,411,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1994.09,411,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1994.12,425,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1995.03,441,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1995.06,448,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1995.09,467,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1995.12,468,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1996.03,480,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1996.06,458,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1996.09,485,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1996.12,482,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1997.03,482,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1997.06,505,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1997.09,519,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1997.12,544,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1998.03,529,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1998.06,543,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1998.09,559,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1998.12,560,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1999.03,578,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1999.06,571,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1999.09,588,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,1999.12,606,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2000.03,596,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2000.06,582,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2000.09,579,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2000.12,600,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2001.03,619,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2001.06,632,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2001.09,640,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2001.12,662,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2002.03,678,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2002.06,676,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2002.09,689,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2002.12,695,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2003.03,714,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2003.06,715,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2003.09,710,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2003.12,742,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2004.03,742,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2004.06,724,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2004.09,717,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2004.12,734,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2005.03,729,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2005.06,706,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2005.09,713,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2005.12,729,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2006.03,763,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2006.06,739,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2006.09,717,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2006.12,738,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2007.03,717,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2007.06,734,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2007.09,728,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2007.12,749,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2008.03,733,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2008.06,718,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2008.09,695,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2008.12,722,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2009.03,680,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2009.06,719,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2009.09,676,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2009.12,733,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2010.03,741,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2010.06,695,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2010.09,686,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2010.12,689,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2011.03,688,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2011.06,670,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2011.09,686,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2011.12,710,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2012.03,704,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2012.06,692,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2012.09,695,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2012.12,741,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2013.03,714,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2013.06,679,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2013.09,709,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2013.12,685,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2014.03,700,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2014.06,711,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2014.09,727,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2014.12,738,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2015.03,770,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2015.06,767,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2015.09,762,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2015.12,803,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2016.03,782,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2016.06,775,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2016.09,761,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2016.12,824,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2017.03,786,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2017.06,790,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2017.09,830,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2017.12,882,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2018.03,857,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2018.06,861,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2018.09,905,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
SNEQ.SG01RAC04B01RS1,2018.12,877,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Chain volume, Actual, ANZSIC06 industry groups",Gross Domestic Product - production measure,Arts and Recreation Services,,,
