date,election_cycle,pollster,sample_size,candidate,percent
1997-05-13,1999,One News Colmar Brunton,,Anderton,6.0
1997-05-13,1999,One News Colmar Brunton,,Bolger,20.0
1997-05-13,1999,One News Colmar Brunton,,Clark,21.0
1997-05-13,1999,One News Colmar Brunton,,Moore,5.0
1997-05-13,1999,One News Colmar Brunton,,Peters,4.0
1997-05-13,1999,One News Colmar Brunton,,Shipley,6.0
1997-06-25,1999,One News Colmar Brunton,,Anderton,5.0
1997-06-25,1999,One News Colmar Brunton,,Bolger,21.0
1997-06-25,1999,One News Colmar Brunton,,Clark,26.0
1997-06-25,1999,One News Colmar Brunton,,Moore,4.0
1997-06-25,1999,One News Colmar Brunton,,Peters,4.0
1997-06-25,1999,One News Colmar Brunton,,Shipley,4.0
1997-08-13,1999,One News Colmar Brunton,,Anderton,7.0
1997-08-13,1999,One News Colmar Brunton,,Bolger,20.0
1997-08-13,1999,One News Colmar Brunton,,Clark,25.0
1997-08-13,1999,One News Colmar Brunton,,Peters,3.0
1997-08-13,1999,One News Colmar Brunton,,Shipley,9.0
1997-12-10,1999,One News Colmar Brunton,,Bolger,5.0
1997-12-10,1999,One News Colmar Brunton,,Clark,28.0
1997-12-10,1999,One News Colmar Brunton,,Peters,2.0
1997-12-10,1999,One News Colmar Brunton,,Shipley,27.0
1998-02-12,1999,One News Colmar Brunton,,Anderton,5.0
1998-02-12,1999,One News Colmar Brunton,,Bolger,3.0
1998-02-12,1999,One News Colmar Brunton,,Clark,26.0
1998-02-12,1999,One News Colmar Brunton,,Moore,3.0
1998-02-12,1999,One News Colmar Brunton,,Peters,1.0
1998-02-12,1999,One News Colmar Brunton,,Shipley,27.0
1998-02-15,1999,TV3-CM Research,,Anderton,5.0
1998-02-15,1999,TV3-CM Research,,Bolger,4.0
1998-02-15,1999,TV3-CM Research,,Clark,28.0
1998-02-15,1999,TV3-CM Research,,Moore,5.0
1998-02-15,1999,TV3-CM Research,,Peters,2.0
1998-02-15,1999,TV3-CM Research,,Shipley,20.0
1998-03-25,1999,One News Colmar Brunton,,Anderton,4.0
1998-03-25,1999,One News Colmar Brunton,,Bolger,3.0
1998-03-25,1999,One News Colmar Brunton,,Clark,23.0
1998-03-25,1999,One News Colmar Brunton,,Moore,3.0
1998-03-25,1999,One News Colmar Brunton,,Peters,3.0
1998-03-25,1999,One News Colmar Brunton,,Shipley,31.0
1998-07-10,1999,TV3-CM Research,,Clark,21.0
1998-07-10,1999,TV3-CM Research,,Shipley,22.0
1998-08-11,1999,One News Colmar Brunton,,Anderton,9.0
1998-08-11,1999,One News Colmar Brunton,,Clark,22.0
1998-08-11,1999,One News Colmar Brunton,,Peters,2.0
1998-08-11,1999,One News Colmar Brunton,,Prebble,2.0
1998-08-11,1999,One News Colmar Brunton,,Shipley,28.0
1998-09-22,1999,One News Colmar Brunton,,Anderton,7.0
1998-09-22,1999,One News Colmar Brunton,,Clark,23.0
1998-09-22,1999,One News Colmar Brunton,,Peters,3.0
1998-09-22,1999,One News Colmar Brunton,,Prebble,1.0
1998-09-22,1999,One News Colmar Brunton,,Shipley,28.0
1998-11-17,1999,TV3/CM Research,,Anderton,6.0
1998-11-17,1999,TV3/CM Research,,Clark,24.0
1998-11-17,1999,TV3/CM Research,,Peters,4.0
1998-11-17,1999,TV3/CM Research,,Shipley,15.0
1999-03-23,1999,One News Colmar Brunton,,Clark,21.0
1999-03-23,1999,One News Colmar Brunton,,Shipley,29.0
1999-04-27,1999,One News Colmar Brunton,,Anderton,5.0
1999-04-27,1999,One News Colmar Brunton,,Clark,21.0
1999-04-27,1999,One News Colmar Brunton,,Peters,3.0
1999-04-27,1999,One News Colmar Brunton,,Prebble,1.0
1999-04-27,1999,One News Colmar Brunton,,Shipley,27.0
1999-05-19,1999,One News Colmar Brunton,,Anderton,6.0
1999-05-19,1999,One News Colmar Brunton,,Clark,22.0
1999-05-19,1999,One News Colmar Brunton,,Peters,4.0
1999-05-19,1999,One News Colmar Brunton,,Prebble,1.0
1999-05-19,1999,One News Colmar Brunton,,Shipley,27.0
1999-08-11,1999,New Zealand Herald-DigiPoll,,Anderton,6.4
1999-08-11,1999,New Zealand Herald-DigiPoll,,Clark,19.5
1999-08-11,1999,New Zealand Herald-DigiPoll,,Moore,3.0
1999-08-11,1999,New Zealand Herald-DigiPoll,,Peters,2.4
1999-08-11,1999,New Zealand Herald-DigiPoll,,Shipley,17.6
1999-09-08,1999,New Zealand Herald-DigiPoll,,Anderton,4.4
1999-09-08,1999,New Zealand Herald-DigiPoll,,Bolger,1.1
1999-09-08,1999,New Zealand Herald-DigiPoll,,Clark,19.5
1999-09-08,1999,New Zealand Herald-DigiPoll,,Moore,1.7
1999-09-08,1999,New Zealand Herald-DigiPoll,,Peters,6.9
1999-09-08,1999,New Zealand Herald-DigiPoll,,Prebble,1.8
1999-09-08,1999,New Zealand Herald-DigiPoll,,Shipley,16.0
1999-11-26,1999,One News Colmar Brunton,,Clark,30.0
1999-11-26,1999,One News Colmar Brunton,,Shipley,27.0
1999-11-26,1999,TV3/CM Research,,Clark,23.0
1999-11-26,1999,TV3/CM Research,,Shipley,20.0
2000-02-28,2002,One News Colmar Brunton,,Clark,43.0
2000-02-28,2002,One News Colmar Brunton,,Shipley,16.0
2000-02-28,2002,TV3/CM Research poll,,Clark,36.0
2000-02-28,2002,TV3/CM Research poll,,Shipley,13.0
2000-04-18,2002,TV3/CM Research poll,,Clark,42.0
2000-04-18,2002,TV3/CM Research poll,,Shipley,13.0
2000-08-22,2002,TV3/CM Research poll,,Clark,31.0
2000-08-22,2002,TV3/CM Research poll,,Shipley,16.0
2001-02-20,2002,TV3/CM Research poll,,Clark,35.0
2001-02-20,2002,TV3/CM Research poll,,Shipley,16.0
2001-04-09,2002,TV3-NFO,,Clark,36.0
2001-04-09,2002,TV3-NFO,,Shipley,11.0
2001-05-14,2002,One News Colmar Brunton,,Anderton,3.0
2001-05-14,2002,One News Colmar Brunton,,Clark,37.0
2001-05-14,2002,One News Colmar Brunton,,Shipley,17.0
2001-10-12,2002,One News Colmar Brunton,,Clark,41.0
2001-10-12,2002,One News Colmar Brunton,,English,21.0
2001-11-12,2002,One News Colmar Brunton,,Clark,40.0
2001-11-12,2002,One News Colmar Brunton,,English,19.0
2001-12-17,2002,TV3/CM Research poll,,Clark,41.0
2001-12-17,2002,TV3/CM Research poll,,English,17.0
2002-02-27,2002,TV3/CM Research poll,,Anderton,3.0
2002-02-27,2002,TV3/CM Research poll,,Clark,41.0
2002-02-27,2002,TV3/CM Research poll,,English,10.0
2002-02-27,2002,TV3/CM Research poll,,Peters,5.0
2002-06-17,2002,One News Colmar Brunton,,Anderton,2.0
2002-06-17,2002,One News Colmar Brunton,,Clark,52.0
2002-06-17,2002,One News Colmar Brunton,,English,17.0
2002-06-17,2002,One News Colmar Brunton,,Peters,4.0
2002-07-15,2002,One News Colmar Brunton,,Anderton,2.0
2002-07-15,2002,One News Colmar Brunton,,Clark,48.0
2002-07-15,2002,One News Colmar Brunton,,English,19.0
2002-07-15,2002,One News Colmar Brunton,,Peters,7.0
2005-11-02,2008,TV3–TNS,,Brash,19.0
2005-11-02,2008,TV3–TNS,,Clark,43.0
2005-11-02,2008,TV3–TNS,,Peters,8.0
2006-02-02,2008,TV3–TNS,,Brash,16.0
2006-02-02,2008,TV3–TNS,,Clark,39.0
2006-02-02,2008,TV3–TNS,,Peters,7.0
2006-03-29,2008,TV3–TNS,,Brash,15.0
2006-03-29,2008,TV3–TNS,,Clark,38.0
2006-03-29,2008,TV3–TNS,,Peters,6.0
2006-05-10,2008,TV3–TNS,,Brash,18.0
2006-05-10,2008,TV3–TNS,,Clark,34.0
2006-05-10,2008,TV3–TNS,,Peters,6.0
2006-07-05,2008,TV3–TNS,,Brash,13.0
2006-07-05,2008,TV3–TNS,,Clark,38.0
2006-07-05,2008,TV3–TNS,,Key,0.0
2006-07-05,2008,TV3–TNS,,Peters,6.0
2006-08-30,2008,TV3–TNS,,Brash,17.0
2006-08-30,2008,TV3–TNS,,Clark,38.0
2006-08-30,2008,TV3–TNS,,Key,0.0
2006-08-30,2008,TV3–TNS,,Peters,5.0
2006-08-31,2008,Herald–DigiPoll,,Brash,22.4
2006-08-31,2008,Herald–DigiPoll,,Clark,52.4
2006-08-31,2008,Herald–DigiPoll,,Key,8.5
2006-08-31,2008,Herald–DigiPoll,,Peters,5.0
2006-09-24,2008,Herald–DigiPoll,,Brash,25.9
2006-09-24,2008,Herald–DigiPoll,,Clark,50.8
2006-09-24,2008,Herald–DigiPoll,,Key,9.2
2006-09-24,2008,Herald–DigiPoll,,Peters,4.8
2006-11-01,2008,TV3–TNS,,Brash,15.0
2006-11-01,2008,TV3–TNS,,Clark,35.0
2006-12-02,2008,Herald–DigiPoll,,Brash,3.9
2006-12-02,2008,Herald–DigiPoll,,Clark,54.2
2006-12-02,2008,Herald–DigiPoll,,Key,28.5
2007-02-01,2008,TV3–TNS,,Brash,1.0
2007-02-01,2008,TV3–TNS,,Clark,35.0
2007-02-01,2008,TV3–TNS,,Key,24.0
2007-02-01,2008,TV3–TNS,,Peters,5.0
2007-02-15,2008,One News–Colmar Brunton,,Clark,32.0
2007-02-15,2008,One News–Colmar Brunton,,Key,27.0
2007-02-15,2008,One News–Colmar Brunton,,Peters,3.0
2007-03-22,2008,One News–Colmar Brunton,,Clark,32.0
2007-03-22,2008,One News–Colmar Brunton,,Key,29.0
2007-03-22,2008,One News–Colmar Brunton,,Peters,4.0
2007-03-28,2008,TV3–TNS,,Brash,1.0
2007-03-28,2008,TV3–TNS,,Clark,37.0
2007-03-28,2008,TV3–TNS,,Key,28.0
2007-03-28,2008,TV3–TNS,,Peters,4.0
2007-04-19,2008,One News–Colmar Brunton,,Brash,1.0
2007-04-19,2008,One News–Colmar Brunton,,Clark,37.0
2007-04-19,2008,One News–Colmar Brunton,,Key,29.0
2007-04-19,2008,One News–Colmar Brunton,,Peters,3.0
2007-05-09,2008,TV3–TNS,,Brash,1.0
2007-05-09,2008,TV3–TNS,,Clark,30.0
2007-05-09,2008,TV3–TNS,,Key,32.0
2007-05-09,2008,TV3–TNS,,Peters,5.0
2007-05-24,2008,Herald–DigiPoll,,Clark,42.1
2007-05-24,2008,Herald–DigiPoll,,Key,45.5
2007-05-24,2008,Herald–DigiPoll,,Peters,5.4
2007-05-24,2008,One News–Colmar Brunton,,Brash,0.3
2007-05-24,2008,One News–Colmar Brunton,,Clark,27.0
2007-05-24,2008,One News–Colmar Brunton,,Key,38.0
2007-05-24,2008,One News–Colmar Brunton,,Peters,2.0
2007-07-05,2008,One News–Colmar Brunton,,Brash,0.5
2007-07-05,2008,One News–Colmar Brunton,,Clark,29.0
2007-07-05,2008,One News–Colmar Brunton,,Key,35.0
2007-07-05,2008,One News–Colmar Brunton,,Peters,2.0
2007-07-11,2008,TV3–TNS,,Brash,1.0
2007-07-11,2008,TV3–TNS,,Clark,31.0
2007-07-11,2008,TV3–TNS,,Key,31.0
2007-07-11,2008,TV3–TNS,,Peters,4.0
2007-07-19,2008,Herald–DigiPoll,,Clark,48.7
2007-07-19,2008,Herald–DigiPoll,,Key,37.9
2007-07-19,2008,Herald–DigiPoll,,Peters,7.0
2007-08-09,2008,One News–Colmar Brunton,,Brash,0.7
2007-08-09,2008,One News–Colmar Brunton,,Clark,30.0
2007-08-09,2008,One News–Colmar Brunton,,Key,33.0
2007-08-09,2008,One News–Colmar Brunton,,Peters,4.0
2007-09-05,2008,TV3–TNS,,Brash,1.0
2007-09-05,2008,TV3–TNS,,Clark,28.0
2007-09-05,2008,TV3–TNS,,Key,32.0
2007-09-05,2008,TV3–TNS,,Peters,6.0
2007-09-13,2008,One News–Colmar Brunton,,Brash,0.3
2007-09-13,2008,One News–Colmar Brunton,,Clark,33.0
2007-09-13,2008,One News–Colmar Brunton,,Key,31.0
2007-09-13,2008,One News–Colmar Brunton,,Peters,4.0
2007-09-15,2008,Fairfax Media Poll,,Clark,34.0
2007-09-15,2008,Fairfax Media Poll,,Key,41.0
2007-09-15,2008,Fairfax Media Poll,,Peters,3.0
2007-09-29,2008,Herald–DigiPoll,,Clark,46.8
2007-09-29,2008,Herald–DigiPoll,,Key,42.2
2007-10-11,2008,One News–Colmar Brunton,,Brash,0.2
2007-10-11,2008,One News–Colmar Brunton,,Clark,33.0
2007-10-11,2008,One News–Colmar Brunton,,Key,33.0
2007-10-11,2008,One News–Colmar Brunton,,Peters,3.0
2007-10-28,2008,Herald–DigiPoll,,Clark,50.8
2007-10-28,2008,Herald–DigiPoll,,Key,37.3
2007-10-28,2008,Herald–DigiPoll,,Peters,5.0
2007-11-17,2008,Fairfax Media Poll,,Clark,38.0
2007-11-17,2008,Fairfax Media Poll,,Key,36.0
2007-11-26,2008,Herald–DigiPoll,,Clark,48.7
2007-11-26,2008,Herald–DigiPoll,,Key,36.7
2007-11-26,2008,Herald–DigiPoll,,Peters,8.1
2007-12-12,2008,TV3–TNS,,Clark,28.0
2007-12-12,2008,TV3–TNS,,Key,33.0
2007-12-12,2008,TV3–TNS,,Peters,6.0
2007-12-13,2008,One News–Colmar Brunton,,Brash,0.2
2007-12-13,2008,One News–Colmar Brunton,,Clark,30.0
2007-12-13,2008,One News–Colmar Brunton,,Key,35.0
2007-12-13,2008,One News–Colmar Brunton,,Peters,2.0
2008-01-24,2008,Herald–DigiPoll,,Clark,49.7
2008-01-24,2008,Herald–DigiPoll,,Key,39.2
2008-01-24,2008,Herald–DigiPoll,,Peters,3.8
2008-01-30,2008,TV3–TNS,,Clark,29.0
2008-01-30,2008,TV3–TNS,,Key,33.0
2008-01-30,2008,TV3–TNS,,Peters,6.0
2008-02-14,2008,One News–Colmar Brunton,,Brash,0.4
2008-02-14,2008,One News–Colmar Brunton,,Clark,27.0
2008-02-14,2008,One News–Colmar Brunton,,Key,36.0
2008-02-14,2008,One News–Colmar Brunton,,Peters,4.0
2008-02-19,2008,Fairfax Media–Nielsen,,Clark,29.0
2008-02-19,2008,Fairfax Media–Nielsen,,Key,44.0
2008-02-26,2008,TV3–TNS,,Clark,28.0
2008-02-26,2008,TV3–TNS,,Key,35.0
2008-02-26,2008,TV3–TNS,,Peters,5.0
2008-02-28,2008,Herald–DigiPoll,,Brash,0.2
2008-02-28,2008,Herald–DigiPoll,,Clark,44.3
2008-02-28,2008,Herald–DigiPoll,,Key,46.3
2008-02-28,2008,Herald–DigiPoll,,Peters,3.3
2008-03-13,2008,One News–Colmar Brunton,,Clark,31.0
2008-03-13,2008,One News–Colmar Brunton,,Key,36.0
2008-03-13,2008,One News–Colmar Brunton,,Peters,5.0
2008-03-27,2008,Herald–DigiPoll,,Clark,45.6
2008-03-27,2008,Herald–DigiPoll,,Key,45.9
2008-03-27,2008,Herald–DigiPoll,,Peters,3.9
2008-04-16,2008,TV3–TNS,,Clark,32.0
2008-04-16,2008,TV3–TNS,,Key,29.0
2008-04-16,2008,TV3–TNS,,Peters,6.0
2008-04-17,2008,One News–Colmar Brunton,,Clark,29.0
2008-04-17,2008,One News–Colmar Brunton,,Key,35.0
2008-04-17,2008,One News–Colmar Brunton,,Peters,4.0
2008-04-22,2008,Fairfax Media–Nielsen,,Clark,33.0
2008-04-22,2008,Fairfax Media–Nielsen,,Key,42.0
2008-04-26,2008,Herald–DigiPoll,,Clark,45.3
2008-04-26,2008,Herald–DigiPoll,,Key,48.0
2008-05-13,2008,Fairfax Media–Nielsen,,Clark,28.0
2008-05-13,2008,Fairfax Media–Nielsen,,Key,45.0
2008-05-13,2008,Fairfax Media–Nielsen,,Peters,5.0
2008-05-28,2008,Herald–DigiPoll,,Clark,42.3
2008-05-28,2008,Herald–DigiPoll,,Key,44.6
2008-05-28,2008,Herald–DigiPoll,,Peters,6.7
2008-05-29,2008,One News–Colmar Brunton,,Clark,28.0
2008-05-29,2008,One News–Colmar Brunton,,Key,36.0
2008-05-29,2008,One News–Colmar Brunton,,Peters,6.0
2008-05-29,2008,TV3–TNS,,Clark,29.0
2008-05-29,2008,TV3–TNS,,Key,35.0
2008-05-29,2008,TV3–TNS,,Peters,6.0
2008-06-17,2008,Fairfax Media–Nielsen,,Clark,30.0
2008-06-17,2008,Fairfax Media–Nielsen,,Key,43.0
2008-06-17,2008,Fairfax Media–Nielsen,,Peters,2.0
2008-06-19,2008,One News–Colmar Brunton,,Brash,0.2
2008-06-19,2008,One News–Colmar Brunton,,Clark,27.0
2008-06-19,2008,One News–Colmar Brunton,,Key,38.0
2008-06-19,2008,One News–Colmar Brunton,,Peters,4.0
2008-07-15,2008,Fairfax Media–Nielsen,,Clark,32.0
2008-07-15,2008,Fairfax Media–Nielsen,,Key,39.0
2008-07-15,2008,Fairfax Media–Nielsen,,Peters,3.0
2008-07-17,2008,One News–Colmar Brunton,,Brash,0.3
2008-07-17,2008,One News–Colmar Brunton,,Clark,31.0
2008-07-17,2008,One News–Colmar Brunton,,Key,38.0
2008-07-17,2008,One News–Colmar Brunton,,Peters,4.0
2008-07-18,2008,TV3–TNS,,Clark,28.0
2008-07-18,2008,TV3–TNS,,Key,32.0
2008-07-18,2008,TV3–TNS,,Peters,6.0
2008-07-29,2008,Herald–DigiPoll,,Clark,44.0
2008-07-29,2008,Herald–DigiPoll,,Key,47.1
2008-07-29,2008,Herald–DigiPoll,,Peters,4.9
2008-08-12,2008,Fairfax Media–Nielsen,,Clark,31.0
2008-08-12,2008,Fairfax Media–Nielsen,,Key,43.0
2008-08-12,2008,Fairfax Media–Nielsen,,Peters,2.0
2008-08-14,2008,One News–Colmar Brunton,,Clark,33.0
2008-08-14,2008,One News–Colmar Brunton,,Key,36.0
2008-08-14,2008,One News–Colmar Brunton,,Peters,3.0
2008-08-20,2008,TV3–TNS,,Clark,31.0
2008-08-20,2008,TV3–TNS,,Key,34.0
2008-08-20,2008,TV3–TNS,,Peters,3.0
2008-08-25,2008,Herald–DigiPoll,,Clark,45.0
2008-08-25,2008,Herald–DigiPoll,,Key,46.6
2008-08-25,2008,Herald–DigiPoll,,Peters,5.6
2008-09-11,2008,One News-Colmar Brunton,,Brash,0.1
2008-09-11,2008,One News-Colmar Brunton,,Clark,31.0
2008-09-11,2008,One News-Colmar Brunton,,Key,40.0
2008-09-11,2008,One News-Colmar Brunton,,Peters,3.0
2008-09-16,2008,Fairfax Media–Nielsen,,Clark,30.0
2008-09-16,2008,Fairfax Media–Nielsen,,Key,41.0
2008-09-16,2008,Fairfax Media–Nielsen,,Peters,2.0
2008-09-24,2008,Herald–DigiPoll,,Clark,43.1
2008-09-24,2008,Herald–DigiPoll,,Key,45.5
2008-09-24,2008,Herald–DigiPoll,,Peters,4.0
2008-09-28,2008,TV3–TNS,,Clark,32.0
2008-09-28,2008,TV3–TNS,,Key,34.0
2008-10-02,2008,One News-Colmar Brunton,,Clark,31.0
2008-10-02,2008,One News-Colmar Brunton,,Key,41.0
2008-10-02,2008,One News-Colmar Brunton,,Peters,3.0
2008-10-09,2008,One News-Colmar Brunton,,Clark,31.0
2008-10-09,2008,One News-Colmar Brunton,,Key,39.0
2008-10-09,2008,One News-Colmar Brunton,,Peters,2.0
2008-10-10,2008,TV3–TNS,,Clark,31.6
2008-10-10,2008,TV3–TNS,,Key,31.0
2008-10-14,2008,Fairfax Media–Nielsen,,Clark,35.0
2008-10-14,2008,Fairfax Media–Nielsen,,Key,43.0
2008-10-16,2008,One News-Colmar Brunton,,Brash,0.1
2008-10-16,2008,One News-Colmar Brunton,,Clark,34.0
2008-10-16,2008,One News-Colmar Brunton,,Key,40.0
2008-10-16,2008,One News-Colmar Brunton,,Peters,2.0
2008-10-22,2008,Herald–DigiPoll,,Clark,45.4
2008-10-22,2008,Herald–DigiPoll,,Key,44.8
2008-10-22,2008,Herald–DigiPoll,,Peters,4.0
2008-10-23,2008,One News-Colmar Brunton,,Clark,37.0
2008-10-23,2008,One News-Colmar Brunton,,Key,38.0
2008-10-23,2008,One News-Colmar Brunton,,Peters,3.0
2008-10-23,2008,TV3–TNS,,Clark,36.3
2008-10-23,2008,TV3–TNS,,Key,36.3
2008-11-05,2008,One News-Colmar Brunton,,Clark,36.0
2008-11-05,2008,One News-Colmar Brunton,,Key,40.0
2008-11-05,2008,One News-Colmar Brunton,,Peters,1.0
2009-02-19,2011,Colmar Brunton,,Goff,6.0
2009-02-19,2011,Colmar Brunton,,Key,51.0
2009-02-19,2011,Colmar Brunton,,Peters,2.0
2009-04-01,2011,Colmar Brunton,,Goff,6.0
2009-04-01,2011,Colmar Brunton,,Key,51.0
2009-04-01,2011,Colmar Brunton,,Peters,1.0
2009-04-05,2011,TV ONE Colmar Brunton,,Clark,9.0
2009-04-05,2011,TV ONE Colmar Brunton,,Goff,6.0
2009-04-05,2011,TV ONE Colmar Brunton,,Key,51.0
2009-07-29,2011,Colmar Brunton,,Goff,7.0
2009-07-29,2011,Colmar Brunton,,Key,54.0
2009-07-29,2011,Colmar Brunton,,Peters,2.0
2009-10-18,2011,3 News -Reid Research,,Clark,8.2
2009-10-18,2011,3 News -Reid Research,,Goff,4.7
2009-10-18,2011,3 News -Reid Research,,Key,51.6
2009-10-18,2011,3 News -Reid Research,,Peters,3.0
2009-11-25,2011,ONE News Colmar Brunton,,Goff,5.0
2009-11-25,2011,ONE News Colmar Brunton,,Key,54.0
2009-11-25,2011,ONE News Colmar Brunton,,Peters,2.0
2009-12-13,2011,3 News -Reid Research,,Clark,6.1
2009-12-13,2011,3 News -Reid Research,,Goff,8.0
2009-12-13,2011,3 News -Reid Research,,Key,49.9
2009-12-13,2011,3 News -Reid Research,,Peters,2.1
2010-02-10,2011,Herald Digipoll,,Clark,7.0
2010-02-10,2011,Herald Digipoll,,Goff,6.8
2010-02-10,2011,Herald Digipoll,,Key,58.0
2010-04-14,2011,ONE News Colmar Brunton,,Goff,8.0
2010-04-14,2011,ONE News Colmar Brunton,,Key,48.0
2010-05-01,2011,ONE News Colmar Brunton,,Goff,6.0
2010-05-01,2011,ONE News Colmar Brunton,,Key,46.0
2010-08-08,2011,3 News -Reid Research,,Clark,2.3
2010-08-08,2011,3 News -Reid Research,,Goff,7.4
2010-08-08,2011,3 News -Reid Research,,Key,48.7
2010-08-08,2011,3 News -Reid Research,,Peters,3.7
2010-08-08,2011,ONE News Colmar Brunton,,Goff,9.0
2010-08-08,2011,ONE News Colmar Brunton,,Key,45.0
2010-09-26,2011,ONE News Colmar Brunton,,Goff,8.0
2010-09-26,2011,ONE News Colmar Brunton,,Key,52.0
2010-12-19,2011,One News-Colmar Brunton,,Goff,6.8
2010-12-19,2011,One News-Colmar Brunton,,Key,49.1
2010-12-19,2011,One News-Colmar Brunton,,Peters,4.9
2011-02-20,2011,3 News-Reid Research,,Goff,6.8
2011-02-20,2011,3 News-Reid Research,,Key,49.1
2011-02-20,2011,3 News-Reid Research,,Peters,4.9
2011-02-20,2011,ONE News Colmar Brunton,,Clark,2.0
2011-02-20,2011,ONE News Colmar Brunton,,Goff,7.0
2011-02-20,2011,ONE News Colmar Brunton,,Key,48.0
2011-02-20,2011,ONE News Colmar Brunton,,Peters,3.0
2011-04-10,2011,One News-Colmar Brunton,,Goff,11.0
2011-04-10,2011,One News-Colmar Brunton,,Key,55.0
2011-04-10,2011,One News-Colmar Brunton,,Peters,3.0
2011-04-17,2011,3 News-Reid Research,,Goff,6.8
2011-04-17,2011,3 News-Reid Research,,Key,52.4
2011-05-27,2011,Herald Digipoll,,Goff,11.9
2011-05-27,2011,Herald Digipoll,,Key,67.7
2011-05-29,2011,3 News-Reid Research,,Goff,7.6
2011-05-29,2011,3 News-Reid Research,,Key,48.2
2011-05-29,2011,One News-Colmar Brunton,,Goff,8.0
2011-05-29,2011,One News-Colmar Brunton,,Key,53.0
2011-07-17,2011,One News-Colmar Brunton,,Goff,9.0
2011-07-17,2011,One News-Colmar Brunton,,Key,54.0
2011-07-30,2011,Herald Digipoll,,Clark,7.9
2011-07-30,2011,Herald Digipoll,,Goff,9.3
2011-07-30,2011,Herald Digipoll,,Key,70.3
2011-07-30,2011,Herald Digipoll,,Peters,2.9
2011-08-21,2011,One News-Colmar Brunton,,Goff,8.0
2011-08-21,2011,One News-Colmar Brunton,,Key,57.0
2011-10-29,2011,Herald Digipoll,,Goff,13.7
2011-10-29,2011,Herald Digipoll,,Key,70.6
2011-10-29,2011,Herald Digipoll,,Peters,3.5
2011-11-03,2011,One News-Colmar Brunton,,Goff,12.0
2011-11-03,2011,One News-Colmar Brunton,,Key,56.0
2011-11-21,2011,Fairfax Media-Research International,,Goff,12.5
2011-11-21,2011,Fairfax Media-Research International,,Key,51.5
2011-11-21,2011,Fairfax Media-Research International,,Peters,3.5
2012-02-19,2014,3 News Reid Research,,Key,45.8
2012-02-19,2014,3 News Reid Research,,Peters,5.7
2012-02-19,2014,3 News Reid Research,,Shearer,10.1
2012-03-28,2014,One News Colmar Brunton,,Key,48.0
2012-03-28,2014,One News Colmar Brunton,,Peters,3.0
2012-03-28,2014,One News Colmar Brunton,,Shearer,11.0
2012-04-22,2014,3 News Reid Research,,Key,44.2
2012-04-22,2014,3 News Reid Research,,Norman,2.2
2012-04-22,2014,3 News Reid Research,,Peters,4.2
2012-04-22,2014,3 News Reid Research,,Shearer,10.4
2012-04-29,2014,Herald-Digipoll,,Key,63.9
2012-04-29,2014,Herald-Digipoll,,Peters,6.4
2012-04-29,2014,Herald-Digipoll,,Shearer,13.1
2012-06-04,2014,One News Colmar Brunton,,Key,48.0
2012-06-04,2014,One News Colmar Brunton,,Shearer,14.0
2012-06-10,2014,3 News Reid Research,,Key,40.5
2012-06-10,2014,3 News Reid Research,,Norman,4.0
2012-06-10,2014,3 News Reid Research,,Peters,4.8
2012-06-10,2014,3 News Reid Research,,Shearer,12.3
2012-06-25,2014,Herald-Digipoll,,Key,63.5
2012-06-25,2014,Herald-Digipoll,,Norman,2.7
2012-06-25,2014,Herald-Digipoll,,Peters,7.3
2012-06-25,2014,Herald-Digipoll,,Shearer,14.2
2012-08-05,2014,3 News Reid Research,,Key,43.2
2012-08-05,2014,3 News Reid Research,,Norman,2.0
2012-08-05,2014,3 News Reid Research,,Peters,6.2
2012-08-05,2014,3 News Reid Research,,Shearer,8.9
2012-08-05,2014,One News Colmar Brunton,,Key,45.0
2012-08-05,2014,One News Colmar Brunton,,Shearer,13.0
2012-08-31,2014,Herald-Digipoll,,Key,65.6
2012-08-31,2014,Herald-Digipoll,,Norman,1.8
2012-08-31,2014,Herald-Digipoll,,Peters,5.8
2012-08-31,2014,Herald-Digipoll,,Shearer,12.9
2012-09-23,2014,One News Colmar Brunton,,Key,44.0
2012-09-23,2014,One News Colmar Brunton,,Peters,4.0
2012-09-23,2014,One News Colmar Brunton,,Shearer,12.0
2012-10-14,2014,3 News Reid Research,,Key,41.0
2012-10-14,2014,3 News Reid Research,,Norman,2.4
2012-10-14,2014,3 News Reid Research,,Peters,5.0
2012-10-14,2014,3 News Reid Research,,Shearer,8.5
2012-11-04,2014,One News Colmar Brunton,,Key,42.0
2012-11-04,2014,One News Colmar Brunton,,Peters,6.0
2012-11-04,2014,One News Colmar Brunton,,Shearer,11.0
2012-12-02,2014,3 News Reid Research,,Key,37.4
2012-12-02,2014,3 News Reid Research,,Norman,2.2
2012-12-02,2014,3 News Reid Research,,Peters,5.0
2012-12-02,2014,3 News Reid Research,,Shearer,12.6
2012-12-02,2014,One News Colmar Brunton,,Key,39.0
2012-12-02,2014,One News Colmar Brunton,,Shearer,15.0
2013-02-13,2014,One News Colmar Brunton,,Key,44.0
2013-02-13,2014,One News Colmar Brunton,,Norman,2.0
2013-02-13,2014,One News Colmar Brunton,,Peters,5.0
2013-02-13,2014,One News Colmar Brunton,,Shearer,15.0
2013-03-21,2014,Herald-Digipoll,,Key,63.0
2013-03-21,2014,Herald-Digipoll,,Norman,2.4
