date,election_year,pollster,sample_size,Labour,National,NewLabour,Alliance,NZ First,ACT,United Future,Green,Progressive,Te Pāti Māori,Mana,Conservative,InternetMana,TOP,incumbent,incumbent_support,gdp_real,gdp_growth_qoq,gdp_growth_yoy,gdp_per_capita,inflation_yoy,food_inflation,housing_inflation,petrol_inflation,gdp_real_lag1,gdp_growth_qoq_lag1,gdp_growth_yoy_lag1,gdp_per_capita_lag1,inflation_yoy_lag1,food_inflation_lag1,housing_inflation_lag1,petrol_inflation_lag1,gdp_real_lag2,gdp_growth_qoq_lag2,gdp_growth_yoy_lag2,gdp_per_capita_lag2,inflation_yoy_lag2,food_inflation_lag2,housing_inflation_lag2,petrol_inflation_lag2,gdp_real_lag4,gdp_growth_qoq_lag4,gdp_growth_yoy_lag4,gdp_per_capita_lag4,inflation_yoy_lag4,food_inflation_lag4,housing_inflation_lag4,petrol_inflation_lag4
2021-12-08,2023,,1000.0,39.5,32.6,,,2.3,10.6,,10.9,,3.0,,,,,Labour,39.5,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572,69458.0,0.8,17.78930945597612,13662.0,3.3428844317096473,1.6098484848484862,3.9305301645338186,16.109422492401215,68916.0,2.0,5.212054593752868,13560.0,1.520912547528508,1.1483253588516762,2.5735294117646967,-3.8290293855743562,67227.0,14.0,2.516126080790526,13245.0,1.4436958614052031,3.6857419980601325,2.6095060577819185,-11.307420494699649
2021-12-19,2023,,967.0,35.5,31.5,,,2.0,18.5,,8.5,,1.0,,,,1.0,Labour,35.5,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572,69458.0,0.8,17.78930945597612,13662.0,3.3428844317096473,1.6098484848484862,3.9305301645338186,16.109422492401215,68916.0,2.0,5.212054593752868,13560.0,1.520912547528508,1.1483253588516762,2.5735294117646967,-3.8290293855743562,67227.0,14.0,2.516126080790526,13245.0,1.4436958614052031,3.6857419980601325,2.6095060577819185,-11.307420494699649
2022-01-17,2023,,1000.0,41.2,33.0,,,0.9,11.5,,10.7,,0.5,,,,1.1,Labour,41.2,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572,69458.0,0.8,17.78930945597612,13662.0,3.3428844317096473,1.6098484848484862,3.9305301645338186,16.109422492401215,67548.0,0.5,2.2803670391569053,13297.0,1.4367816091954033,2.536585365853661,2.5974025974025983,-12.434782608695649
2022-01-26,2023,,1000.0,40.0,32.0,,,1.8,11.0,,9.0,,1.6,,,,1.6,Labour,40.0,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572,69458.0,0.8,17.78930945597612,13662.0,3.3428844317096473,1.6098484848484862,3.9305301645338186,16.109422492401215,67548.0,0.5,2.2803670391569053,13297.0,1.4367816091954033,2.536585365853661,2.5974025974025983,-12.434782608695649
2022-01-30,2023,,951.0,33.0,35.0,,,2.5,13.5,,10.5,,2.5,,,,1.5,Labour,33.0,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572,69458.0,0.8,17.78930945597612,13662.0,3.3428844317096473,1.6098484848484862,3.9305301645338186,16.109422492401215,67548.0,0.5,2.2803670391569053,13297.0,1.4367816091954033,2.536585365853661,2.5974025974025983,-12.434782608695649
2022-02-04,2023,,1000.0,44.3,31.3,,,1.8,8.0,,9.6,,2.0,,,,1.5,Labour,44.3,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572,69458.0,0.8,17.78930945597612,13662.0,3.3428844317096473,1.6098484848484862,3.9305301645338186,16.109422492401215,67548.0,0.5,2.2803670391569053,13297.0,1.4367816091954033,2.536585365853661,2.5974025974025983,-12.434782608695649
2022-02-10,2023,,1000.0,42.3,38.4,,,1.5,6.6,,6.3,,1.0,,,,2.0,Labour,42.3,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572,69458.0,0.8,17.78930945597612,13662.0,3.3428844317096473,1.6098484848484862,3.9305301645338186,16.109422492401215,67548.0,0.5,2.2803670391569053,13297.0,1.4367816091954033,2.536585365853661,2.5974025974025983,-12.434782608695649
2022-02-27,2023,,963.0,32.0,38.0,,,2.0,11.5,,11.0,,2.0,,,,1.0,Labour,32.0,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572,69458.0,0.8,17.78930945597612,13662.0,3.3428844317096473,1.6098484848484862,3.9305301645338186,16.109422492401215,67548.0,0.5,2.2803670391569053,13297.0,1.4367816091954033,2.536585365853661,2.5974025974025983,-12.434782608695649
2022-03-08,2023,,1000.0,37.0,39.0,,,2.2,8.0,,9.0,,2.3,,,,1.3,Labour,37.0,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572,69458.0,0.8,17.78930945597612,13662.0,3.3428844317096473,1.6098484848484862,3.9305301645338186,16.109422492401215,67548.0,0.5,2.2803670391569053,13297.0,1.4367816091954033,2.536585365853661,2.5974025974025983,-12.434782608695649
2022-03-15,2023,,1000.0,36.2,35.3,,,1.8,11.2,,12.4,,0.2,,,,0.1,Labour,36.2,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572,69458.0,0.8,17.78930945597612,13662.0,3.3428844317096473,1.6098484848484862,3.9305301645338186,16.109422492401215,67548.0,0.5,2.2803670391569053,13297.0,1.4367816091954033,2.536585365853661,2.5974025974025983,-12.434782608695649
2022-03-27,2023,,944.0,32.0,38.0,,,4.0,9.0,,10.5,,2.0,,,,1.5,Labour,32.0,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572,69458.0,0.8,17.78930945597612,13662.0,3.3428844317096473,1.6098484848484862,3.9305301645338186,16.109422492401215,67548.0,0.5,2.2803670391569053,13297.0,1.4367816091954033,2.536585365853661,2.5974025974025983,-12.434782608695649
2022-04-13,2023,,1000.0,36.8,37.8,,,1.7,8.4,,9.4,,3.6,,,,,Labour,36.8,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572,68916.0,2.0,5.212054593752868,13560.0,1.520912547528508,1.1483253588516762,2.5735294117646967,-3.8290293855743562
2022-04-24,2023,,918.0,33.5,37.5,,,2.5,10.0,,10.5,,1.5,,,,2.0,Labour,33.5,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572,68916.0,2.0,5.212054593752868,13560.0,1.520912547528508,1.1483253588516762,2.5735294117646967,-3.8290293855743562
2022-04-27,2023,,1000.0,38.2,40.5,,,1.7,6.4,,8.4,,2.5,,,,0.9,Labour,38.2,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572,68916.0,2.0,5.212054593752868,13560.0,1.520912547528508,1.1483253588516762,2.5735294117646967,-3.8290293855743562
2022-05-10,2023,,,37.0,36.0,,,4.0,7.0,,8.0,,3.0,,,,,Labour,37.0,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572,68916.0,2.0,5.212054593752868,13560.0,1.520912547528508,1.1483253588516762,2.5735294117646967,-3.8290293855743562
2022-05-11,2023,,1000.0,34.2,36.8,,,1.8,10.9,,9.7,,2.4,,,,1.4,Labour,34.2,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572,68916.0,2.0,5.212054593752868,13560.0,1.520912547528508,1.1483253588516762,2.5735294117646967,-3.8290293855743562
2022-05-22,2023,,934.0,31.5,40.0,,,3.0,10.0,,11.5,,1.0,,,,1.0,Labour,31.5,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572,68916.0,2.0,5.212054593752868,13560.0,1.520912547528508,1.1483253588516762,2.5735294117646967,-3.8290293855743562
2022-05-25,2023,,1002.0,35.0,39.0,,,1.3,7.0,,10.0,,1.9,,,,1.7,Labour,35.0,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572,68916.0,2.0,5.212054593752868,13560.0,1.520912547528508,1.1483253588516762,2.5735294117646967,-3.8290293855743562
2022-06-10,2023,,1200.0,36.0,35.0,,,3.3,8.0,,10.0,,3.1,,,,,Labour,36.0,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572,68916.0,2.0,5.212054593752868,13560.0,1.520912547528508,1.1483253588516762,2.5735294117646967,-3.8290293855743562
2022-06-12,2023,,1200.0,34.2,37.4,,,2.3,9.4,,8.3,,1.8,,,,3.0,Labour,34.2,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572,68916.0,2.0,5.212054593752868,13560.0,1.520912547528508,1.1483253588516762,2.5735294117646967,-3.8290293855743562
2022-06-26,2023,,947.0,33.5,39.0,,,1.5,9.5,,10.0,,1.5,,,,2.0,Labour,33.5,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572,68916.0,2.0,5.212054593752868,13560.0,1.520912547528508,1.1483253588516762,2.5735294117646967,-3.8290293855743562
2022-07-01,2023,,937.0,34.0,35.0,,,1.5,11.0,,10.5,,4.0,,,,2.5,Labour,34.0,70031.0,1.3,0.8249589680094482,13781.0,7.301293900184835,6.523765144454807,9.058927000879514,32.460732984293195,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831,69458.0,0.8,17.78930945597612,13662.0,3.3428844317096473,1.6098484848484862,3.9305301645338186,16.109422492401215
2022-07-10,2023,,1200.0,34.7,37.0,,,2.8,10.0,,8.5,,3.7,,,,,Labour,34.7,70031.0,1.3,0.8249589680094482,13781.0,7.301293900184835,6.523765144454807,9.058927000879514,32.460732984293195,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831,69458.0,0.8,17.78930945597612,13662.0,3.3428844317096473,1.6098484848484862,3.9305301645338186,16.109422492401215
2022-08-03,2023,,1044.0,34.1,31.4,,,3.5,10.7,,10.2,,2.2,,,,1.7,Labour,34.1,70031.0,1.3,0.8249589680094482,13781.0,7.301293900184835,6.523765144454807,9.058927000879514,32.460732984293195,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831,69458.0,0.8,17.78930945597612,13662.0,3.3428844317096473,1.6098484848484862,3.9305301645338186,16.109422492401215
2022-08-03,2023,,1023.0,33.0,37.0,,,2.6,11.0,,9.0,,2.3,,,,1.9,Labour,33.0,70031.0,1.3,0.8249589680094482,13781.0,7.301293900184835,6.523765144454807,9.058927000879514,32.460732984293195,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831,69458.0,0.8,17.78930945597612,13662.0,3.3428844317096473,1.6098484848484862,3.9305301645338186,16.109422492401215
2022-08-08,2023,,,36.0,37.0,,,,10.0,,9.0,,,,,,,Labour,36.0,70031.0,1.3,0.8249589680094482,13781.0,7.301293900184835,6.523765144454807,9.058927000879514,32.460732984293195,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831,69458.0,0.8,17.78930945597612,13662.0,3.3428844317096473,1.6098484848484862,3.9305301645338186,16.109422492401215
2022-08-11,2023,,1200.0,35.2,34.0,,,2.6,11.0,,9.5,,3.5,,,,,Labour,35.2,70031.0,1.3,0.8249589680094482,13781.0,7.301293900184835,6.523765144454807,9.058927000879514,32.460732984293195,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831,69458.0,0.8,17.78930945597612,13662.0,3.3428844317096473,1.6098484848484862,3.9305301645338186,16.109422492401215
2022-08-21,2023,,947.0,35.0,35.5,,,1.5,10.5,,9.0,,5.0,,,,1.0,Labour,35.0,70031.0,1.3,0.8249589680094482,13781.0,7.301293900184835,6.523765144454807,9.058927000879514,32.460732984293195,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831,69458.0,0.8,17.78930945597612,13662.0,3.3428844317096473,1.6098484848484862,3.9305301645338186,16.109422492401215
2022-09-07,2023,,,35.0,38.0,,,,9.0,,8.0,,3.0,,,,,Labour,35.0,70031.0,1.3,0.8249589680094482,13781.0,7.301293900184835,6.523765144454807,9.058927000879514,32.460732984293195,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831,69458.0,0.8,17.78930945597612,13662.0,3.3428844317096473,1.6098484848484862,3.9305301645338186,16.109422492401215
2022-09-09,2023,,1000.0,33.4,37.0,,,1.6,12.4,,9.9,,1.5,,,,0.7,Labour,33.4,70031.0,1.3,0.8249589680094482,13781.0,7.301293900184835,6.523765144454807,9.058927000879514,32.460732984293195,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831,69458.0,0.8,17.78930945597612,13662.0,3.3428844317096473,1.6098484848484862,3.9305301645338186,16.109422492401215
2022-09-21,2023,,1001.0,34.0,37.0,,,3.0,9.0,,9.0,,1.6,,,,1.3,Labour,34.0,70031.0,1.3,0.8249589680094482,13781.0,7.301293900184835,6.523765144454807,9.058927000879514,32.460732984293195,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831,69458.0,0.8,17.78930945597612,13662.0,3.3428844317096473,1.6098484848484862,3.9305301645338186,16.109422492401215
2022-09-25,2023,,942.0,29.5,36.0,,,1.0,12.5,,12.5,,3.5,,,,2.5,Labour,29.5,70031.0,1.3,0.8249589680094482,13781.0,7.301293900184835,6.523765144454807,9.058927000879514,32.460732984293195,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831,69458.0,0.8,17.78930945597612,13662.0,3.3428844317096473,1.6098484848484862,3.9305301645338186,16.109422492401215
2022-10-01,2023,,,35.0,35.0,,,4.0,11.0,,9.0,,2.2,,,,,Labour,35.0,71582.0,2.2,7.817206892396666,14070.0,7.233273056057876,7.985480943738654,8.740359897172233,18.7704918032787,70031.0,1.3,0.8249589680094482,13781.0,7.301293900184835,6.523765144454807,9.058927000879514,32.460732984293195,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572
2022-10-11,2023,,1000.0,34.4,39.2,,,2.1,9.4,,7.2,,2.1,,,,3.4,Labour,34.4,71582.0,2.2,7.817206892396666,14070.0,7.233273056057876,7.985480943738654,8.740359897172233,18.7704918032787,70031.0,1.3,0.8249589680094482,13781.0,7.301293900184835,6.523765144454807,9.058927000879514,32.460732984293195,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572
2022-10-23,2023,,951.0,29.0,32.0,,,3.5,12.5,,15.5,,3.0,,,,3.0,Labour,29.0,71582.0,2.2,7.817206892396666,14070.0,7.233273056057876,7.985480943738654,8.740359897172233,18.7704918032787,70031.0,1.3,0.8249589680094482,13781.0,7.301293900184835,6.523765144454807,9.058927000879514,32.460732984293195,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572
2022-10-25,2023,,1154.0,29.7,26.6,,,7.2,13.5,,13.0,,2.2,,,,2.0,Labour,29.7,71582.0,2.2,7.817206892396666,14070.0,7.233273056057876,7.985480943738654,8.740359897172233,18.7704918032787,70031.0,1.3,0.8249589680094482,13781.0,7.301293900184835,6.523765144454807,9.058927000879514,32.460732984293195,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572
2022-11-03,2023,,,32.3,40.7,,,3.3,10.0,,9.5,,1.9,,,,1.2,Labour,32.3,71582.0,2.2,7.817206892396666,14070.0,7.233273056057876,7.985480943738654,8.740359897172233,18.7704918032787,70031.0,1.3,0.8249589680094482,13781.0,7.301293900184835,6.523765144454807,9.058927000879514,32.460732984293195,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572
2022-11-07,2023,,,34.0,35.0,,,4.4,10.0,,9.0,,3.2,,,,2.0,Labour,34.0,71582.0,2.2,7.817206892396666,14070.0,7.233273056057876,7.985480943738654,8.740359897172233,18.7704918032787,70031.0,1.3,0.8249589680094482,13781.0,7.301293900184835,6.523765144454807,9.058927000879514,32.460732984293195,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572
2022-11-08,2023,,1000.0,35.3,37.6,,,3.8,9.9,,7.8,,1.6,,,,2.1,Labour,35.3,71582.0,2.2,7.817206892396666,14070.0,7.233273056057876,7.985480943738654,8.740359897172233,18.7704918032787,70031.0,1.3,0.8249589680094482,13781.0,7.301293900184835,6.523765144454807,9.058927000879514,32.460732984293195,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572
2022-11-27,2023,,926.0,25.5,39.0,,,3.5,11.0,,12.0,,4.0,,,,2.5,Labour,25.5,71582.0,2.2,7.817206892396666,14070.0,7.233273056057876,7.985480943738654,8.740359897172233,18.7704918032787,70031.0,1.3,0.8249589680094482,13781.0,7.301293900184835,6.523765144454807,9.058927000879514,32.460732984293195,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572
2022-11-30,2023,,1011.0,33.0,38.0,,,3.6,11.0,,9.0,,2.0,,,,1.7,Labour,33.0,71582.0,2.2,7.817206892396666,14070.0,7.233273056057876,7.985480943738654,8.740359897172233,18.7704918032787,70031.0,1.3,0.8249589680094482,13781.0,7.301293900184835,6.523765144454807,9.058927000879514,32.460732984293195,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572
2022-12-01,2023,,947.0,27.5,35.0,,,4.0,14.5,,11.0,,4.0,,,,2.5,Labour,27.5,71582.0,2.2,7.817206892396666,14070.0,7.233273056057876,7.985480943738654,8.740359897172233,18.7704918032787,70031.0,1.3,0.8249589680094482,13781.0,7.301293900184835,6.523765144454807,9.058927000879514,32.460732984293195,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572
2022-12-01,2023,,,32.0,35.0,,,4.3,11.0,,9.0,,3.5,,,,2.4,Labour,32.0,71582.0,2.2,7.817206892396666,14070.0,7.233273056057876,7.985480943738654,8.740359897172233,18.7704918032787,70031.0,1.3,0.8249589680094482,13781.0,7.301293900184835,6.523765144454807,9.058927000879514,32.460732984293195,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572
2022-12-06,2023,,1000.0,33.1,39.4,,,2.9,10.4,,8.1,,3.5,,,,,Labour,33.1,71582.0,2.2,7.817206892396666,14070.0,7.233273056057876,7.985480943738654,8.740359897172233,18.7704918032787,70031.0,1.3,0.8249589680094482,13781.0,7.301293900184835,6.523765144454807,9.058927000879514,32.460732984293195,69143.0,0.1,0.32938649950664534,13601.0,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482,66392.0,-4.4,-1.242060481651719,13056.0,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572
2023-01-16,2023,,1000.0,31.7,37.2,,,2.8,10.8,,10.6,,1.6,,,,,Labour,31.7,71797.0,0.3,3.9045427574928793,14058.0,7.219251336898402,10.694698354661792,7.983193277310918,2.3592085235920823,71582.0,2.2,7.817206892396666,14070.0,7.233273056057876,7.985480943738654,8.740359897172233,18.7704918032787,70031.0,1.3,0.8249589680094482,13781.0,7.301293900184835,6.523765144454807,9.058927000879514,32.460732984293195,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831
2023-01-27,2023,,,38.0,36.6,,,2.2,10.7,,8.1,,1.8,,,,1.5,Labour,38.0,71797.0,0.3,3.9045427574928793,14058.0,7.219251336898402,10.694698354661792,7.983193277310918,2.3592085235920823,71582.0,2.2,7.817206892396666,14070.0,7.233273056057876,7.985480943738654,8.740359897172233,18.7704918032787,70031.0,1.3,0.8249589680094482,13781.0,7.301293900184835,6.523765144454807,9.058927000879514,32.460732984293195,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831
2023-01-28,2023,,1147.0,35.5,27.7,,,4.5,13.0,,9.0,,4.6,,,,1.6,Labour,35.5,71797.0,0.3,3.9045427574928793,14058.0,7.219251336898402,10.694698354661792,7.983193277310918,2.3592085235920823,71582.0,2.2,7.817206892396666,14070.0,7.233273056057876,7.985480943738654,8.740359897172233,18.7704918032787,70031.0,1.3,0.8249589680094482,13781.0,7.301293900184835,6.523765144454807,9.058927000879514,32.460732984293195,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831
2023-01-29,2023,,1008.0,38.0,37.0,,,2.2,10.0,,7.0,,1.4,,,,1.1,Labour,38.0,71797.0,0.3,3.9045427574928793,14058.0,7.219251336898402,10.694698354661792,7.983193277310918,2.3592085235920823,71582.0,2.2,7.817206892396666,14070.0,7.233273056057876,7.985480943738654,8.740359897172233,18.7704918032787,70031.0,1.3,0.8249589680094482,13781.0,7.301293900184835,6.523765144454807,9.058927000879514,32.460732984293195,69099.0,4.1,2.296144963581459,13587.0,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831
